Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
Australian Renewable Energy Agency (ARENA),@arenagovau,"https://pbs.twimg.com/media/E7fryVrVUAYjpDG?format=jpg&name=small, https://pbs.twimg.com/media/E7fryVrVUAYjpDG?format=jpg&name=small",19,39,4.0,,https://x.com/arenagovau/status/1420867705159122946,https://x.com/arenagovau,"ARENA has announced $24.55 million in funding to five applicants across 19 projects to expand Australia’s fast charging network for battery electric vehicles (EVs), in Round 1 of the Australian Government’s Future Fuels Fund https://bit.ly/3fcB1Hb","Jul 30, 2021",2021-07-29T22:03:54.000Z,"ARENA has announced $24.55 million in funding to five applicants across 19 projects to expand Australia’s fast charging network for battery electric vehicles (EVs), in Round 1 of the Australian Government’s Future Fuels Fund https://bit.ly/3fcB1Hb",Other,Policy,arena announced million funding five applicant across project expand australia fast charging network battery electric vehicle ev round australian government future fuel fund httpsbitlyfcbhb,39.0,0.0,3.0,Neutral,5,Very Positive,Very Positive
Hazer Group Ltd,@hazergroupltd,"https://pbs.twimg.com/media/EhWP7w_XsAAd32G?format=jpg&name=small, https://pbs.twimg.com/media/EhWP7w_XsAAd32G?format=jpg&name=small",3,4,,,https://x.com/hazergroupltd/status/1303105925583114242,https://x.com/hazergroupltd,"The Tasmanian Government is happy with the strong interest from clean energy developers to be part of Australia’s renewable hydrogen push in Tasmania.

Read more here: http://ow.ly/FTvR50Bftcg

#hazergroupltd #hydrogen #tasmania #funding #cleantech #greenenergy #renewables","Sep 8, 2020",2020-09-07T23:00:37.000Z,"The Tasmanian Government is happy with the strong interest from clean energy developers to be part of Australia’s renewable hydrogen push in Tasmania.

Read more here: http://ow.ly/FTvR50Bftcg

#hazergroupltd #hydrogen #tasmania #funding #cleantech #greenenergy #renewables",Other,Policy,tasmanian government happy strong interest clean energy developer part australia renewable hydrogen push tasmania read httpowlyftvrbftcg hazergroupltd hydrogen tasmania funding cleantech greenenergy renewables,4.0,0.525,4.05,Positive,5,Very Positive,Very Positive
SEA Energy News,@SEAEnergyNews,,,,,20,https://x.com/SEAEnergyNews/status/1613319096392888321,https://x.com/SEAEnergyNews,"The developer of a US$21 billion project aiming to deliver solar power to Singapore from Australia has collapsed as its two main backers, Australian billionaires Mike Cannon-Brookes and Andrew Forrest, failed to agree on a new round of funding. https://theedgemarkets.com/node/651349","Jan 12, 2023",2023-01-11T23:37:01.000Z,"The developer of a US$21 billion project aiming to deliver solar power to Singapore from Australia has collapsed as its two main backers, Australian billionaires Mike Cannon-Brookes and Andrew Forrest, failed to agree on a new round of funding. https://theedgemarkets.com/node/651349",Other,Investment,developer u billion project aiming deliver solar power singapore australia collapsed two main backer australian billionaire mike cannonbrookes andrew forrest failed agree new round funding httpstheedgemarketscomnode,,-0.0793939393939394,2.84,Negative,1,Very Negative,Very Negative
Energy Magazine,@AusEnergyMag,"https://pbs.twimg.com/media/FSXpigcVUAABP1u?format=jpg&name=small, https://pbs.twimg.com/media/FSXpigcVUAABP1u?format=jpg&name=small",2,,,,https://x.com/AusEnergyMag/status/1523880840278675456,https://x.com/AusEnergyMag,"The second round of Western Australia’s clean energy funding program is now open for schools to apply for solar panel installations.

http://bit.ly/39ckfIg","May 10, 2022",2022-05-10T04:21:19.000Z,"The second round of Western Australia’s clean energy funding program is now open for schools to apply for solar panel installations.

http://bit.ly/39ckfIg",Other,Investment,second round western australia clean energy funding program open school apply solar panel installation httpbitlyckfig,,0.03333333333333334,3.07,Neutral,4,Positive,Positive
EnergyMagz,@energy_magz,"https://pbs.twimg.com/media/F91_1qpaIAAHqfH?format=jpg&name=small, https://pbs.twimg.com/media/F91_1qpaIAAHqfH?format=jpg&name=small",,,,6,https://x.com/energy_magz/status/1719671195518562558,https://x.com/energy_magz,Australia's SunDrive Solar Receives $7 Million Funding to Advance Copper-Based Solar Cell Technology  https://energymagz.com/9589/australias-sundrive-solar-receives-7-million-funding-to-advance-copper-based-solar-cell-technology/…,"Nov 1, 2023",2023-11-01T11:02:17.000Z,Australia's SunDrive Solar Receives $7 Million Funding to Advance Copper-Based Solar Cell Technology  https://energymagz.com/9589/australias-sundrive-solar-receives-7-million-funding-to-advance-copper-based-solar-cell-technology/…,Other,Investment,australia sundrive solar receives million funding advance copperbased solar cell technology httpsenergymagzcomaustraliassundrivesolarreceivesmillionfundingtoadvancecopperbasedsolarcelltechnology,,0.0,3.0,Neutral,1,Very Negative,Very Negative
William Dekmetzian,@WizePenguin,,,,1.0,103,https://x.com/WizePenguin/status/1684141902227177472,https://x.com/WizePenguin,"Australia to move climate change strategy away from solar and wind energy investment
March 2, 2020 1 By ALICIA MOORE
https://hydrogenfuelnews.com/australia-to-move-climate-change-strategy-away-from-solar-and-wind-energy-investment/8539421/…
Angus Taylor announced a shift in funding toward hydrogen, carbon capture and storage, and others.
The Morrison government has announced","Jul 26, 2023",2023-07-26T10:01:33.000Z,"Australia to move climate change strategy away from solar and wind energy investment
March 2, 2020 1 By ALICIA MOORE
https://hydrogenfuelnews.com/australia-to-move-climate-change-strategy-away-from-solar-and-wind-energy-investment/8539421/…
Angus Taylor announced a shift in funding toward hydrogen, carbon capture and storage, and others.
The Morrison government has announced",Wind Energy,Policy,australia move climate change strategy away solar wind energy investment march alicia moore httpshydrogenfuelnewscomaustraliatomoveclimatechangestrategyawayfromsolarandwindenergyinvestment angus taylor announced shift funding toward hydrogen carbon capture storage others morrison government announced,,0.0,3.0,Neutral,1,Very Negative,Very Negative
Solar Battery Storage News Australia,@SolarStorageAu,,1,2,,38,https://x.com/SolarStorageAu/status/1719854531855720855,https://x.com/SolarStorageAu,Record Funding Approved by ARENA for Renewable Energy Projects https://solardirectory.com.au/solar-directory-blog/2687-record-funding-approved-by-arena-for-renewable-energy-projects?fbclid=IwAR2pok5ic5yC8VJr6zJF1ln9QZlT0W2psCEe5nR3O2npUiMaZ0ycSl_AelM…,"Nov 2, 2023",2023-11-01T23:10:48.000Z,Record Funding Approved by ARENA for Renewable Energy Projects https://solardirectory.com.au/solar-directory-blog/2687-record-funding-approved-by-arena-for-renewable-energy-projects?fbclid=IwAR2pok5ic5yC8VJr6zJF1ln9QZlT0W2psCEe5nR3O2npUiMaZ0ycSl_AelM…,Other,Investment,record funding approved arena renewable energy project httpssolardirectorycomausolardirectoryblogrecordfundingapprovedbyarenaforrenewableenergyprojectsfbclidiwarpokicycvjrzjflnqzltwpsceenronpuimazycslaelm,2.0,0.0,3.0,Neutral,4,Positive,Positive
Australian Solar and Renewable Energy News,@AusSolarNews,,,2,,12,https://x.com/AusSolarNews/status/1840929285655203841,https://x.com/AusSolarNews,Federal funding boosts Queensland local renewable energy zone program https://pv-magazine-australia.com/2024/10/01/federal-funding-boosts-queensland-local-renewable-energy-zone-program/?utm_source=SPS&utm_medium=TwitterAUsolarnews… #Photovoltaic #SolarPowerStorage,15h,2024-10-01T01:38:39.000Z,,Other,Other,,2.0,0.0,,Very Positive,4,Positive,Positive
Sydney EV,@sydney_ev,,7,22,2.0,511,https://x.com/sydney_ev/status/1719893467554566339,https://x.com/sydney_ev,"instead of our #taxes funding #fossilfuels, we should supporti this!   this is #energy freedom, #Australian #solar panels, collecting #sun to power our lives. New era:” SunDrive wins funds to scale up Australia made solar cell production #auspol","Nov 2, 2023",2023-11-02T01:45:31.000Z,"instead of our #taxes funding #fossilfuels, we should supporti this!   this is #energy freedom, #Australian #solar panels, collecting #sun to power our lives. New era:” SunDrive wins funds to scale up Australia made solar cell production #auspol",Solar Energy,Investment,instead tax funding fossilfuels supporti energy freedom australian solar panel collecting sun power life new era sundrive win fund scale australia made solar cell production auspol,22.0,0.14545454545454545,3.29,Neutral,5,Very Positive,Very Positive
Mal Peters,@peters_malcolm,,,2,1.0,296,https://x.com/peters_malcolm/status/1656440272962850816,https://x.com/peters_malcolm,"Since Labor took office, they’ve spruiked Australia as a renewable energy superpower. On solar and wind that’s true – we’re world leaders. But solar and wind are mature technologies. Green hydrogen is not. We’re still working out the best way to do it.","May 11, 2023",2023-05-10T23:25:10.000Z,"Since Labor took office, they’ve spruiked Australia as a renewable energy superpower. On solar and wind that’s true – we’re world leaders. But solar and wind are mature technologies. Green hydrogen is not. We’re still working out the best way to do it.",Other,Jobs,since labor took office theyve spruiked australia renewable energy superpower solar wind thats true world leader solar wind mature technology green hydrogen still working best way,2.0,0.3125,3.62,Neutral,5,Very Positive,Very Positive
Solar Energy Masters,@masters_solar,"https://pbs.twimg.com/media/FSXQFH3XMAQNNwX?format=jpg&name=small, https://pbs.twimg.com/media/FSXQFH3XMAQNNwX?format=jpg&name=small",,,,,https://x.com/masters_solar/status/1523866533654634496,https://x.com/masters_solar,"RT cleannrgcouncil: The Clean Energy Council’s members nominated ‘government funding to help projects achieve scale’ as the most important priority for industry development in the next 1-2 years.

Read more here - http://ow.ly/lBIq50J3xtY

#greenhydrogen…","May 10, 2022",2022-05-10T03:24:28.000Z,,Other,Other,,,0.0,,Very Positive,4,Positive,Positive
Kirill Klip   #Gold & #rEVolution,@kirillklip,,6,6,,274,https://x.com/kirillklip/status/1664883258604003330,https://x.com/kirillklip,"Funding Solar For Schools & Community Housing In Australia - CleanTechnica

The End of the ICE Age 

#Tesla Energy #rEVolution #Batteries Supercharged by #Solar & #Wind

#EVs  Powered by #Lithium Wired by #Copper Built by #Robots  by #Drones","Jun 3, 2023",2023-06-03T06:34:35.000Z,"Funding Solar For Schools & Community Housing In Australia - CleanTechnica

The End of the ICE Age

#Tesla Energy #rEVolution #Batteries Supercharged by #Solar & #Wind

#EVs  Powered by #Lithium Wired by #Copper Built by #Robots  by #Drones",Other,Investment,funding solar school community housing australia cleantechnica end ice age tesla energy revolution battery supercharged solar wind ev powered lithium wired copper built robot drone,6.0,0.0,3.0,Neutral,4,Positive,Positive
Solar Citizens,@solarcitizens,,14,33,1.0,3K,https://x.com/solarcitizens/status/1642425884169719811,https://x.com/solarcitizens,"Woohoo  ARENA has helped fund a huge $2 billion of clean energy projects!

Our community helped save ARENA from several attacks & attempts to use it to fund fossil fuels by past govts

Great to see it continue driving Australia's renewable leadership","Apr 2, 2023",2023-04-02T07:17:00.000Z,"Woohoo  ARENA has helped fund a huge $2 billion of clean energy projects!

Our community helped save ARENA from several attacks & attempts to use it to fund fossil fuels by past govts

Great to see it continue driving Australia's renewable leadership",Other,Other,woohoo arena helped fund huge billion clean energy project community helped save arena several attack attempt use fund fossil fuel past govts great see continue driving australia renewable leadership,33.0,0.2816666666666667,3.56,Neutral,5,Very Positive,Very Positive
Offshore Energy - Alternative Fuels,@LNGWN,,,,,120,https://x.com/LNGWN/status/1758129041734082836,https://x.com/LNGWN,"Hamburg-based energy company Mabanaft has received grant approval from the German Projektträger Jülich for the potential construction of a new green methanol plant in Port Augusta, South Australia.

#methanol #solar #australia #germany #decarbonization",Feb 16,2024-02-15T14:00:02.000Z,"Hamburg-based energy company Mabanaft has received grant approval from the German Projektträger Jülich for the potential construction of a new green methanol plant in Port Augusta, South Australia.

#methanol #solar #australia #germany #decarbonization",Other,Other,hamburgbased energy company mabanaft received grant approval german projekttrger jlich potential construction new green methanol plant port augusta south australia methanol solar australia germany decarbonization,,-0.015909090909090914,2.97,Negative,3,Neutral,Neutral
